id,goal,domain,roadmap
738,Patent Agent - Path Variant 6,Law (Intellectual Property),IP Basics: Types of IP; Capstone: Build a Patent Agent portfolio project integrating core skills; Territoriality; IP lifecycle | Patents Deep: Novelty search; Capstone: Build a Patent Agent portfolio project integrating core skills; Drafting claims; Prosecution process | Trademarks Deep: Classification; Enforcement options; Search & clearance | Copyright & Licensing: Creative commons; Fair use; Licensing terms | Enforcement: Litigation basics; Alternative dispute resolution; Cease & desist | Commercialization: Valuation; Technology transfer; Licensing deals
739,Patent Agent - Path Variant 7,Law (Intellectual Property),IP Basics: IP lifecycle; Territoriality; Types of IP | Patents Deep: Novelty search; Prosecution process; Drafting claims | Trademarks Deep: Classification; Enforcement options; Search & clearance; Capstone: Build a Patent Agent portfolio project integrating core skills | Copyright & Licensing: Fair use; Licensing terms; Capstone: Build a Patent Agent portfolio project integrating core skills; Creative commons | Enforcement: Alternative dispute resolution; Cease & desist; Litigation basics | Commercialization: Technology transfer; Valuation; Licensing deals
740,Patent Agent - Path Variant 8,Law (Intellectual Property),IP Basics: Territoriality; IP lifecycle; Types of IP | Patents Deep: Novelty search; Capstone: Build a Patent Agent portfolio project integrating core skills; Prosecution process; Drafting claims | Trademarks Deep: Capstone: Build a Patent Agent portfolio project integrating core skills; Enforcement options; Search & clearance; Classification | Copyright & Licensing: Licensing terms; Capstone: Build a Patent Agent portfolio project integrating core skills; Creative commons; Fair use | Enforcement: Alternative dispute resolution; Litigation basics; Cease & desist | Commercialization: Licensing deals; Valuation; Technology transfer
741,Patent Agent - Path Variant 9,Law (Intellectual Property),IP Basics: IP lifecycle; Territoriality; Types of IP | Patents Deep: Prosecution process; Novelty search; Drafting claims | Trademarks Deep: Search & clearance; Enforcement options; Classification | Copyright & Licensing: Creative commons; Fair use; Licensing terms | Enforcement: Litigation basics; Alternative dispute resolution; Cease & desist | Commercialization: Licensing deals; Technology transfer; Valuation
742,Patent Agent - Path Variant 10,Law (Intellectual Property),IP Basics: IP lifecycle; Types of IP; Territoriality | Patents Deep: Drafting claims; Prosecution process; Novelty search | Trademarks Deep: Classification; Search & clearance; Enforcement options | Copyright & Licensing: Licensing terms; Fair use; Creative commons | Enforcement: Capstone: Build a Patent Agent portfolio project integrating core skills; Cease & desist; Alternative dispute resolution; Litigation basics | Commercialization: Valuation; Technology transfer; Licensing deals
743,Patent Agent - Path Variant 11,Law (Intellectual Property),IP Basics: IP lifecycle; Types of IP; Territoriality | Patents Deep: Drafting claims; Novelty search; Prosecution process | Trademarks Deep: Classification; Search & clearance; Enforcement options | Copyright & Licensing: Licensing terms; Fair use; Creative commons | Enforcement: Alternative dispute resolution; Litigation basics; Cease & desist | Commercialization: Valuation; Technology transfer; Licensing deals
744,Patent Agent - Path Variant 12,Law (Intellectual Property),IP Basics: IP lifecycle; Territoriality; Types of IP | Patents Deep: Novelty search; Drafting claims; Prosecution process | Trademarks Deep: Capstone: Build a Patent Agent portfolio project integrating core skills; Classification; Enforcement options; Search & clearance | Copyright & Licensing: Fair use; Creative commons; Licensing terms | Enforcement: Alternative dispute resolution; Cease & desist; Litigation basics | Commercialization: Valuation; Technology transfer; Capstone: Build a Patent Agent portfolio project integrating core skills; Licensing deals
745,Trademark Analyst - Path Variant 1,Law (Intellectual Property),IP Basics: IP lifecycle; Types of IP; Territoriality | Patents Deep: Capstone: Build a Trademark Analyst portfolio project integrating core skills; Novelty search; Prosecution process; Drafting claims | Trademarks Deep: Enforcement options; Search & clearance; Capstone: Build a Trademark Analyst portfolio project integrating core skills; Classification | Copyright & Licensing: Fair use; Creative commons; Licensing terms | Enforcement: Litigation basics; Capstone: Build a Trademark Analyst portfolio project integrating core skills; Alternative dispute resolution; Cease & desist | Commercialization: Licensing deals; Technology transfer; Valuation
746,Trademark Analyst - Path Variant 2,Law (Intellectual Property),IP Basics: Types of IP; IP lifecycle; Territoriality | Patents Deep: Prosecution process; Novelty search; Drafting claims | Trademarks Deep: Search & clearance; Capstone: Build a Trademark Analyst portfolio project integrating core skills; Enforcement options; Classification | Copyright & Licensing: Creative commons; Fair use; Licensing terms | Enforcement: Litigation basics; Cease & desist; Capstone: Build a Trademark Analyst portfolio project integrating core skills; Alternative dispute resolution | Commercialization: Technology transfer; Licensing deals; Valuation
747,Trademark Analyst - Path Variant 3,Law (Intellectual Property),IP Basics: Territoriality; Types of IP; IP lifecycle | Patents Deep: Prosecution process; Drafting claims; Capstone: Build a Trademark Analyst portfolio project integrating core skills; Novelty search | Trademarks Deep: Search & clearance; Enforcement options; Classification | Copyright & Licensing: Licensing terms; Creative commons; Fair use | Enforcement: Alternative dispute resolution; Cease & desist; Litigation basics | Commercialization: Valuation; Licensing deals; Technology transfer
748,Trademark Analyst - Path Variant 4,Law (Intellectual Property),IP Basics: Territoriality; IP lifecycle; Types of IP | Patents Deep: Novelty search; Prosecution process; Drafting claims | Trademarks Deep: Search & clearance; Enforcement options; Classification | Copyright & Licensing: Fair use; Creative commons; Licensing terms | Enforcement: Litigation basics; Cease & desist; Alternative dispute resolution | Commercialization: Technology transfer; Valuation; Licensing deals
749,Trademark Analyst - Path Variant 5,Law (Intellectual Property),IP Basics: Types of IP; Territoriality; IP lifecycle | Patents Deep: Drafting claims; Prosecution process; Novelty search | Trademarks Deep: Enforcement options; Capstone: Build a Trademark Analyst portfolio project integrating core skills; Classification; Search & clearance | Copyright & Licensing: Fair use; Licensing terms; Creative commons | Enforcement: Litigation basics; Alternative dispute resolution; Cease & desist | Commercialization: Licensing deals; Valuation; Technology transfer
750,Trademark Analyst - Path Variant 6,Law (Intellectual Property),IP Basics: IP lifecycle; Types of IP; Territoriality | Patents Deep: Novelty search; Prosecution process; Drafting claims | Trademarks Deep: Classification; Enforcement options; Search & clearance | Copyright & Licensing: Creative commons; Licensing terms; Fair use | Enforcement: Litigation basics; Alternative dispute resolution; Cease & desist | Commercialization: Technology transfer; Valuation; Licensing deals
751,Trademark Analyst - Path Variant 7,Law (Intellectual Property),IP Basics: Territoriality; Types of IP; IP lifecycle | Patents Deep: Novelty search; Drafting claims; Prosecution process | Trademarks Deep: Classification; Enforcement options; Search & clearance | Copyright & Licensing: Licensing terms; Fair use; Creative commons | Enforcement: Cease & desist; Litigation basics; Alternative dispute resolution | Commercialization: Licensing deals; Technology transfer; Valuation
752,Trademark Analyst - Path Variant 8,Law (Intellectual Property),IP Basics: Capstone: Build a Trademark Analyst portfolio project integrating core skills; Territoriality; IP lifecycle; Types of IP | Patents Deep: Novelty search; Drafting claims; Prosecution process | Trademarks Deep: Capstone: Build a Trademark Analyst portfolio project integrating core skills; Search & clearance; Classification; Enforcement options | Copyright & Licensing: Licensing terms; Creative commons; Fair use | Enforcement: Litigation basics; Cease & desist; Alternative dispute resolution | Commercialization: Valuation; Licensing deals; Technology transfer
753,Trademark Analyst - Path Variant 9,Law (Intellectual Property),IP Basics: Types of IP; Territoriality; IP lifecycle | Patents Deep: Novelty search; Prosecution process; Drafting claims | Trademarks Deep: Classification; Search & clearance; Enforcement options | Copyright & Licensing: Creative commons; Fair use; Licensing terms | Enforcement: Litigation basics; Cease & desist; Alternative dispute resolution | Commercialization: Licensing deals; Technology transfer; Valuation
754,Trademark Analyst - Path Variant 10,Law (Intellectual Property),IP Basics: Territoriality; IP lifecycle; Types of IP | Patents Deep: Drafting claims; Novelty search; Prosecution process | Trademarks Deep: Enforcement options; Search & clearance; Classification | Copyright & Licensing: Creative commons; Fair use; Licensing terms | Enforcement: Alternative dispute resolution; Cease & desist; Litigation basics | Commercialization: Valuation; Technology transfer; Licensing deals
755,Trademark Analyst - Path Variant 11,Law (Intellectual Property),IP Basics: Territoriality; Types of IP; IP lifecycle | Patents Deep: Novelty search; Prosecution process; Drafting claims | Trademarks Deep: Enforcement options; Classification; Search & clearance | Copyright & Licensing: Creative commons; Licensing terms; Fair use | Enforcement: Cease & desist; Litigation basics; Alternative dispute resolution; Capstone: Build a Trademark Analyst portfolio project integrating core skills | Commercialization: Valuation; Technology transfer; Licensing deals
